title,description,impact,source
Historic famine declared in East Africa due to prolonged drought,,3,manual
Ancient artifacts destroyed in terrorist attack on world heritage site,,3,manual
Breakthrough in renewable energy tech promises near-zero emissions,,3,manual
Over 200 miners trapped in a collapsed mine in South America,,3,manual
Massive cyberattack leaks classified government documents online,,3,manual
Rare planetary alignment dazzles skywatchers around the world,,3,manual
UN intervenes in humanitarian crisis in war-torn Middle Eastern country,,3,manual
Extreme heatwave causes rolling blackouts across Europe,,3,manual
Historic Mars mission discovers signs of ancient microbial life,,3,manual
"Pandemic-era housing bubble bursts, leading to global economic fallout",,3,manual
Global coalition successfully eliminates major terrorist group,,3,manual
"Exclusive-S Korea pension fund recently selling dollars in forex market, sources say",,1,cna_latest
"Confidence fuels Atalanta's impressive form, says Gasperini",,1,cna_latest
Bayern manager Kompany bewildered by new Champions League format,,1,cna_latest
"Grilled chicken hearts, roasted suckling pig: This new restaurant in Tanjong Pagar offers a taste of Colombia","After shuttering Preludio and Bacata, chef Fernando Arevalo is moving away from his previous fine dining direction with the casual eatery Latido in Tras Street.",2,cna_latest
Flick praises 'wonderful' Barca after 3-0 win over Brest,,2,cna_latest
Why some people are more prone to ankle sprains and how to help your injuries heal faster,"Not treating an ankle sprain properly puts you at risk of developing chronic ankle instability, ankle arthritis and maybe, even the need for surgery to fuse or replace the ankle joint.",2,cna_latest
What does the US-brokered truce ending Israel-Hezbollah fighting include?,,3,cna_latest
"All the winners from Grand Prix d’Horologerie de Geneve, the Oscars of watchmaking",The recently concluded 2024 edition of the Grand Prix d’Horologerie de Geneve recognises the best in watchmaking technicity and savoir-faire.,2,cna_latest
CrowdStrike raises annual forecast on steady cybersecurity demand,,2,cna_latest
Battling Bayern edge 10-man PSG 1-0 thanks to Kim strike,,1,cna_latest
Man City give up three-goal lead in 3-3 draw with Feyenoord,,1,cna_latest
Leverkusen romp to 5-0 win over Salzburg in Champions League,,1,cna_latest
Ton-up Lewandowski scores twice as Barca cruise to 3-0 win over Brest,,1,cna_latest
Leipzig own goal sends Inter top of Champions League,,1,cna_latest
Outstanding Arsenal thump Sporting 5-1 in Lisbon,,2,cna_latest
"How St Joseph’s Church managed to respond quickly to stabbing incident, according to an insider","A team was coached by the Archdiocesan Emergency Response Operations council, which was started in 2016 in response to several high-profile terror attacks against European churches.",2,cna_singapore
Commentary: Trump 2.0 could be an opportunity for Southeast Asia’s energy transition,"Even under a second Trump administration, climate targets and negotiations will continue, with China stepping up to lead the global energy transition, say RSIS’ Peili Pey and Danielle Lynn Goh.",2,cna_asia
"Arrest of governor, voter fatigue cloud Indonesia’s Nov 27 regional elections seen as test for President Prabowo","Indonesia elects 37 governors, 93 mayors and 415 regents on Wednesday (Nov 27). For President Prabowo Subianto, the regional elections could hurt – or help – his re-election chances in 2029 if he decides to seek a second term.",2,cna_asia
"Commentary: From sinkholes to K-pop, there’s a growing threat of disinformation in Malaysia","The preservation of free expression is essential in any democracy, but so is protecting society from the damaging effects of disinformation, says Dr Nuurrianti Jalli, Visiting Fellow at ISEAS-Yusof Ishak Institute.",2,cna_asia
Commentary: Is Saudi Arabia’s opening like China’s? Yes and no,"The pace of cultural change is eerily similar, though the two nations started from very different places, says Shuli Ren for Bloomberg Opinion.",2,cna_world
"Israel, Hezbollah agree to ceasefire; to take effect on Wednesday",,3,cna_world
Multiple Israeli strikes hit central Beirut districts,,3,cna_world
Israel's Netanyahu says ready to enforce Lebanon ceasefire,,3,cna_world
US trade partners warn Trump tariffs would harm all involved,,2,cna_world
Russia vows reply after Ukraine strikes again with US missiles,,3,cna_world
What we know about Israel-Hezbollah ceasefire deal,Israel will have 60 days to withdraw from Lebanon while Hezbollah must move north of the Litani river.,3,bbc
"Israel-Hezbollah ceasefire designed to be permanent, says Biden","The conflict has been Lebanon's deadliest in decades, killing more than 3,800 people since last year.",2,bbc
Israeli anger at 'irresponsible and hasty' ceasefire,Many displaced residents of northern Israel feel unease and mistrust over their PM's deal with Lebanon.,3,bbc
Questions over Hezbollah's future after ceasefire,"Israel hit Lebanon's capital with its most intense bombardment of the conflict, hours before striking a deal to end the fighting.",2,bbc
"CCTV shows autistic pupils pushed, pinned to walls and sitting in vomit",Police have said staff will not face action over abuse of autistic children shown in videos leaked to the BBC.,2,bbc
Mother of child hidden in drawer from birth jailed,"Prosecutors say the girl had ""never known daylight or fresh air"" when she was found.",2,bbc
"Vauxhall owner to close Luton factory, putting 1,100 jobs at risk",Car giant Stellantis said it would consolidate electric van production at its other UK plant in Ellesmere Port.,2,bbc
Five survivors found day after Red Sea tourist boat sinking,Seven people remain unaccounted for after a tourist boat sank on Monday after leaving the Egyptian port of Marsa Alam.,3,bbc
MPs back plans for phased smoking ban,The legislation would make it illegal for anyone aged 15 or younger to ever buy cigarettes in the UK.,2,bbc
'Hardest decision of my career': MPs wrestle with assisted dying choice,"As Friday's assisted dying bill vote approaches, MPs explain how they are approaching their decision.",1,bbc
UK winner of EuroMillions scoops £177m jackpot,"A UK ticket-holder has won £177m on EuroMillions, the third biggest jackpot in British history.",3,bbc
UK military join hunt for drones near US airbases,There are fresh reports of drone activity near USAF installations in Norfolk and Suffolk.,2,bbc
One of the US's most wanted men arrested in Wales,Daniel Andreas San Diego is in custody after an operation backed by counter terror police.,3,bbc
Storm Conall to bring more rain to parts of England and Wales,"The storm is forecast to track east during Tuesday night and into Wednesday, but will not be at its worst until it has passed through the UK.",3,bbc
"Harshita Brella's husband was arrested before, says police watchdog",The IOPC is examining how Northamptonshire Police responded to concerns raised by Ms Brella in August.,2,bbc
Trump proves he is serious on tariffs - but it's not about trade,"The US president-elect is using tariffs as a weapon of diplomacy, even coercion, says BBC economics editor Faisal Islam.",2,bbc
The Papers: Electric car 'chaos' and Israel-Hezbollah ceasefire,Problems with the UK's net-zero plans and Israel's deal with Hezbollah lead Wednesday's papers.,2,bbc
"What is Baller League? Why are KSI, Lineker & Terry involved?",Social media has been abuzz with talk of a new football league over the past 24 hours. What is Baller League? And why is there so much intrigue?,1,bbc
Mum's tribute to 'beautiful' daughter who died on M5,She was being taken to a custody suite via the motorway before the fatal incident on 11 November.,1,bbc
Sharp rise in bathing sites rated unfit for swimming,The government blames the water companies and says tougher regulation is on the way,2,bbc
New Mauritius PM has reservations about UK's Chagos deal,"Navinchandra Ramgoolam, in power for a fortnight, spoke after meeting British envoy Jonathan Powell.",2,bbc
Black Friday shoppers warned to be wary of deals,"Nine out of 10 Black Friday offers are cheaper or the same price at other times of the year, Which? finds.",2,bbc
Climbing inside a Kelpie's head,Visitors will soon be given the chance to climb inside the 98ft tall structures near Falkirk.,2,bbc
"Trump, tariffs and trade wars","And, Government promises overhaul of job market.",2,bbc
Zhang makes maximum 147 break at UK Championship,"China's Zhang Anda makes the first maximum 147 break of this year's UK Championship, in his first-round match against compatriot Lei Peifan.",2,bbc
'We know what we're doing' - Stokes on Bethell,"England captain Ben Stokes says he understands if the decision to bat Jacob Bethell at number three ""does raise a few eyebrows"", but insists ""we're not picking people just to wind people up"".",1,bbc
England's fix-ups - what's on Borthwick's to-do list this winter?,"After an autumn in which progress seemed to stall, which areas do England need to focus most attention on before the Six Nations?",1,bbc
"Rapper Slowthai raped women after gig, court told","The Grammy-nominated artist was supported in court by his wife, the popstar Anne-Marie.",2,bbc
Remains exhumed from cemetery in Disappeared search,"The ICLVR says the timeframe and location ""coincide with the disappearance of Joe Lynskey in 1972"".",2,bbc
Hospitals inquiry families say safety fears remain,Relatives say they are not reassured that problems have been solved at Scotland’s biggest hospital campus.,2,bbc
'I spent my wedding night gambling away our money',"At the height of her addiction, Alissa Hubbard was spending about £40,000 a year on gambling.",1,bbc
"Amorim vows to help Rashford, but says striker needs to want it also","MANCHESTER, England : Manchester United coach Ruben Amorim has vowed to help struggling striker Marcus Rashford rediscover the form that resulted in him scoring 30 goals across all competitions in the 2022-23 season, but said the 27-year-old has to want it first. Rashford's strike inside two minutes durin",1,cna_latest
Postecoglou backs Forster to step up after Vicario undergoes ankle surgery,Tottenham Hotspur boss Ange Postecoglou praised Guglielmo Vicario for playing with a broken ankle in their 4-0 win over Manchester City before he underwent surgery but said on Wednesday that he had full faith in Fraser Forster stepping up.Vicario completed the full 90 minutes of the game away at City wher,1,cna_latest
Puma signs long-term deal with Portuguese Football Federation,":German sportswear maker Puma said on Wednesday it signed a long-term kit deal with the Portuguese Football Federation, replacing long-serving U.S. rival Nike.Starting from 2025, the brand will equip all soccer male, female and youth teams as well as the federation's futsal, beach football and E-Sports teams,",3,cna_latest
"Bengaluru will suit me better than Punjab in IPL, says Livingstone","England all-rounder Liam Livingstone expressed his excitement after he was bought by Royal Challengers Bengaluru (RCB) in the Indian Premier League (IPL) auction, stating that his new team would be a better fit for his playing style next season.Livingstone, who made his IPL debut in 2019 with Rajasthan Ro",2,cna_latest
FirstCom Academy suspended for 3 months over non-compliance with SkillsFuture guidelines,"The suspension comes amid layoffs at the training provider, with one retrenched staff member telling CNA 70 per cent of his department was cut.",2,cna_latest
Israel conducts deadly strikes on Syria as Lebanon truce begins,"BEIRUT: Israel conducted strikes on the Syrian border with Lebanon that a war monitor said killed seven people, hours ahead of a ceasefire in the war with Hezbollah. Israeli Prime Minister Benjamin Netanyahu warned Syria's President Bashar al-Assad he was ""playing with fire"" on Tuesday (Nov 26), as he anno",3,cna_latest
Taiwan Olympic boxing champion quits event after gender questions,"TAIPEI: Taiwan's Olympic boxing gold medallist Lin Yu-ting has pulled out of an international competition in Britain after the organiser questioned her gender eligibility, Taiwanese sports officials said on",2,cna_latest
8 fires in a week 'intentionally started' at Yishun executive condo North Gaia's construction site: SCDF,Two people were taken to the hospital for smoke inhalation in one of the cases.,2,cna_latest
"FIFA launches 2022 World Cup legacy fund for initiatives with WHO, WTO and UNHCR","FIFA launched a $50 million legacy fund for social programmes on Wednesday in collaboration with 2022 World Cup hosts Qatar and the World Health Organization (WHO), the World Trade Organization (WTO) and UNHCR, the UN Refugee Agency.In November 2022, world soccer's governing body FIFA had promised the leg",3,cna_latest
UK could ease EV sales targets after backlash from automakers,"LONDON : Britain will reconsider rules that force automakers to produce more electric vehicles after the industry warned that the plan would lead to factory closures and job losses without stronger demand from consumers.Zero Emission Vehicle (ZEV) mandates, which require automakers in Britain to sell a hi",1,cna_latest
Man City boss Guardiola clarifies comments after self-harm remark,"MANCHESTER, England : Manchester City manager Pep Guardiola said he did not intend to make light of the ""very serious issue of self harm"" with a joke he made after Tuesday's 3-3 draw with Feyenoord at Etihad Stadium.Guardiola was asked in the post-match press conference how he got a cut on his nose, and h",1,cna_latest
Prophetic Asani hits winner as Gwangju stay second in Asian Champions League,HONG KONG : Substitute Jasir Asani scored with this first touch to earn Gwangju FC a 1-0 win over Shanghai Shenhua that kept the South Koreans in second in the league phase of the Asian Champions League Elite as Yokohama F Marinos defeated Pohang Steelers.Goals from Yan Matheus and Anderson Lopes earned J,1,cna_latest
Volkswagen to sell operations in China's Xinjiang,"BEIJING: German car giant Volkswagen said on Wednesday (Nov 27) it would sell its operations in China's Xinjiang region, where Beijing has been accused of widespread human rights abuses including forced labour. The firm will sell its factory in Xinjiang's capital Urumqi as well as a test track in Turp",2,cna_latest
"Ken Lim told alleged victim he was accused of sexual misconduct before and got away with it, her friend testifies","The alleged victim also told her close friend that the former Singapore Idol judge said he wanted to tie her up, the court heard.",2,cna_latest
"HP, Dell's weak forecasts spark share selloff, doubts over PC market recovery","Shares of Dell and HP fell on Wednesday after the personal computer makers issued forecasts that cast doubt on a market recovery driven by artificial intelligence-enabled PCs.Dell fell 13 per cent in trading before the bell, with the company set to shed nearly $13 billion from its $99.50 billion market va",2,cna_latest
President Prabowo’s coalition set to win big in Indonesia’s regional elections; Jakarta could see run-off next year,"The results so far attest to the influence of new president Prabowo and his predecessor Joko Widodo, who endorsed their preferred candidates in several provinces ahead of polling day.",2,cna_latest
South Koreans oppose arms for Ukraine as envoy visits,"SEOUL: South Koreans remain widely opposed to directly supplying arms to Ukraine, recent polls show, despite renewed international requests from Kyiv and allied capitals after North Korean troops were",2,cna_latest
Motorcyclist dies after accident along PIE; Tower Transit bus driver arrested,"SINGAPORE: A 52-year-old motorcyclist died on Wednesday (Nov 27) after he was involved in an accident with a Tower Transit bus. In response to queries from CNA, the police and Singapore Civil Defence Force (SCDF) said they were alerted to the accident along the Pan Island Expressway (PIE) in the direction",2,cna_singapore
"Singapore welcomes ceasefire agreement between Lebanon and Israel, calls for end to Gaza war","SINGAPORE: Singapore on Wednesday (Nov 27) welcomed the ceasefire agreement between Israel and Lebanon, calling it a positive first step towards restoring stability in the region.",2,cna_singapore
"PM Wong to have royal audience, meet Thai counterpart Paetongtarn on introductory visit to Bangkok","Prime Minister Lawrence Wong will visit the Thai capital at the invitation of fellow leader Paetongtarn Shinawatra, whom he last met on the sidelines of the ASEAN Summit in October.",2,cna_singapore
"At least S$40,000 lost to Netflix phishing scams since October","SINGAPORE: The police on Wednesday (Nov 27) warned of the re-emergence of phishing scams involving spoof emails purportedly from streaming company Netflix. At least 35 cases were reported since Oct 1, with losses amounting to at least S$40,000 (US$29,700), said the police in a news release. In th",2,cna_singapore
Oriental Kopi’s first Singapore outlet: What you can get at this Malaysian Nanyang coffee chain,"The chain, which frequently has queues at its Johor Bahru outlets, also apparently has the Most Number Of Egg Tarts Sold accolade in The Malaysia Book Of Records.",1,cna_singapore
"S$1.5b nickel investment fraud case: Man lived lavishly on gains from scheme he masterminded, prosecution says","Ng Yu Zhi derived tremendous personal benefit from the alleged fraud, withdrawing at least S$201.2 million into his personal bank accounts, said the prosecutor.",2,cna_singapore
"MasterChef Singapore S4 winner opening restaurant in January, will serve modern Southeast Asian street food","“Yes, I’m very nervous – it’s a dream come true, but there’s also the reality of whether or not it will work,” says Inderpal Singh. His “fun dining” restaurant will serve mod Southeast Asian street snacks like Ramly duck sliders.",1,cna_singapore
"DIY beauty injectables, antibiotics: Over 3,000 illegal listings removed from online platforms","The eight platforms are Amazon Singapore, Carousell, eBay Singapore, Facebook, Lazada, Qoo10, Shopee and TikTok.",2,cna_singapore
Singapore households should remain prudent amid global risks: MAS,"Households have strong financial buffers but should be careful given the heightened geopolitical uncertainties and trade tensions, MAS said in its annual financial stability review.",2,cna_singapore
Veteran radio DJ Belinda Sunshine opens up about her breast cancer battle and her hopes for the future,"Belinda Yeo, or Belinda Sunshine as she’s more popularly known, discovered she had breast cancer in October 2023. Speaking to CNA Lifestyle, Yeo shares how she has stayed positive throughout this journey.",1,cna_singapore
Woman who beat and hung up dog in balcony sentenced to jail for animal abuse,"The Myanmar national, acting on the instructions of her employer, hit the pet poodle and suspended it from a balcony railing. The dog eventually died.",2,cna_singapore
Trial opens in S$1.5 billion nickel investment fraud case against Envy Global's ex-director,"The prosecution accused Ng Yu Zhi's defence team of time-wasting after his lawyers made an ""eleventh hour"" application to the court.",2,cna_singapore
"‘Especially valuable’: SM Lee, President Xi hail importance of Sino-Singapore cooperation amid troubled global climate","It is all the more important in a troubled international environment for like-minded countries, big and small, to work together, said Senior Minister Lee Hsien Loong in a meeting with President Xi Jinping on Tuesday (Nov 26).",2,cna_singapore
Bangladesh arrests six after lawyer murdered in Hindu protests,"DHAKA: Bangladeshi police have arrested six people in connection with the murder of a lawyer during clashes between Hindu protesters and security forces, the government said on Wednesday (Nov 27). Another 21 people have been arrested ""for vandalism and assaults on police"" during the violence on Tuesda",3,cna_asia
Philippine VP's bodyguards swapped out amid investigation,"MANILA: Philippine security forces said on Wednesday (Nov 27) they had replaced Vice President Sara Duterte's bodyguards, days after the justice department launched a probe into he",2,cna_asia
Eight people including 6 children missing as heavy rains trigger flooding in Sri Lanka,"COLOMBO: Heavy rains lashed southern India on Wednesday (Nov 27) with coastal regions bracing for a likely cyclonic storm, as rescue teams in neighbouring Sri Lanka searched for eight people missing in floods. Cyclones - the equivalent of hurricanes in the North Atlantic or typhoons in the northwester",3,cna_asia
Indonesia’s free meal initiative to begin pilot next month; aims to benefit 82.9 million people by 2027,"Each meal is estimated to cost the government about 15,000 rupiah (US$0.95)",3,cna_asia
Adani Group says it lost nearly US$55 billion as US charges sparked rout,NEW DELHI: India's Adani Group conglomerate said on Wednesday (Nov 27) it had lost almost US$55 billion in a stock market rout since US prosecutors last week accused its founder and other officials,3,cna_asia
"1,000 Pakistan protesters arrested in pro-Khan capital march","ISLAMABAD: Pakistan police said on Wednesday (Nov 27) they had arrested nearly 1,000 protesters who marched on the capital demanding the release of jailed ex-prime minister Imran Khan, after crowds were evicted from the city centre in a sweeping security crackdown. Khan has been jailed since August 20",3,cna_asia
"Malaysia drops 1MDB-linked charges against ex-PM Najib, treasury official","KUALA LUMPUR: A Malaysian court on Wednesday (Nov 27) allowed corruption charges linked to the multibillion-dollar 1MDB scandal filed against jailed former prime minister Najib Razak and the former treasury chief to be dropped, their lawyers said. Najib and former treasury secretary-general Irwan Serigar A",1,cna_asia
China's defence minister Dong Jun under investigation for corruption: Report,"If confirmed, Dong would be the third consecutive serving or former Chinese defence minister to be investigated for alleged corruption.",3,cna_asia
"In careful protest, China Evergrande's investors press for action",SHENZHEN: Hundreds of Chinese investors who lost savings in the collapse of China Evergrande launched a coordinated campaign this month to press authorities for an update on the failed prop,3,cna_asia
India probes Google Maps after three deaths,NEW DELHI: Google said Tuesday (Nov 26) it was assisting Indian authorities probing the deaths of three men who reportedly drove off an incomplete bridge while following a route on Google Maps. The group was on their way to a wedding in northern India's Uttar Pradesh state when their car plunged into the R,3,cna_asia
Laos hostel staff detained after backpackers' deaths from suspected methanol poisoning,"BANGKOK: Police in Laos have detained the manager and seven staff of a backpacker hostel in Vang Vieng following the deaths of six tourists from suspected methanol poisoning,",2,cna_asia
Vietnam death row tycoon Truong My Lan begs court for her life,"HO CHI MINH CITY: A Vietnamese property tycoon sentenced to death for multi-billion-dollar fraud begged a court to spare her life on Tuesday (Nov 26), saying she was trying to repay the stolen funds. Property developer Truong My Lan, 68, was convicted earlier this year of embezzling money from Saigon Comme",2,cna_asia
‘Too far from reality’: Prabowo has ambitious plans for a greener Indonesia but experts warn of challenges ahead,Newly inaugurated Indonesian President Prabowo Subianto has made it his mission for the country to achieve net zero emissions before 2050.,1,cna_asia
World leaders react to Lebanon war ceasefire,"PARIS: World leaders have welcomed a ceasefire deal between Israel and Lebanese militant group Hezbollah, which came into force on Wednesday morning. Here are key reactio",3,cna_world
International criminal court prosecutor seeks arrest warrant for Myanmar military leader,"THE HAGUE: The prosecutor of the International Criminal Court (ICC) said on Wednesday (Nov 27) he would seek an arrest warrant for Myanmar's military leader Min Aung Hlaing for crimes against humanity over the alleged persecution of the Rohingya, a mainly Muslim minority. A panel of three judges will now d",3,cna_world
"Israel-Hezbollah ceasefire unlikely to last entire 60 days, let alone become permanent: Analyst","The truce brokered by the United States and France took effect on Wednesday (Nov 27), with US President Joe Biden saying it was “designed to be a permanent cessation of hostilities”.",2,cna_world
Hezbollah-Israel ceasefire proposal says only 'official' forces may carry arms in Lebanon,"BEIRUT: A ceasefire proposal agreed to by Lebanon and Israel stipulates that only ""official military and security forces"" in Lebanon are authorised to carry arms in the cou",2,cna_world
Snap Insight: Israel-Hezbollah ceasefire is more bad news for Gaza,"A ceasefire deal at the border of Israel and Lebanon leaves Hamas out in the cold, and spells more bad news for Gazans, says Carl Skadian from the NUS Middle East Institute.",1,cna_world
It’s almost time for Spotify Wrapped. When can you expect your 2024 recap?,"In past years, it’s been released after Thanksgiving, between Nov 30 and Dec 6.",1,cna_world
Australia moves closer to ban social media for children,SYDNEY: Australia moved closer on Wednesday (Nov 27) to banning social media for children under 16 after the parliament's lower house passed the Bill even as Alphabet's G,1,cna_world
"Israel-Hezbollah ceasefire takes effect, civilians head back to south Lebanon",BEIRUT: A ceasefire between Israel and Iran-backed group Hezbollah came into effect on Wednesday (Nov 27) after both sides accepted an agreement brokered by the US and Fran,2,cna_world
Radio 4 Today host Mishal Husain to leave BBC,The presenter will move to Bloomberg to host a new interview series.,1,bbc
Ford calls for incentives to buy electric cars as backlash grows,The government faces pressure from the industry to make changes to electric vehicle sales quotas.,1,bbc
Man arrested after secret filming of women shared on Tik Tok,A BBC North West investigation found the videos had millions of views and attracted misogynistic comments.,2,bbc
Six arrested in UK over links to Kurdish rebel group PKK,Six people are in custody at a London police station over suspected activity linked to the PKK.,2,bbc
"'I did not intend to make light of self-harm,' says Man City manager Guardiola","Manchester City manager Pep Guardiola says he did not intend ""to make light"" of self-harm when he answered a question about scratches on his face.",1,bbc
"Calling pub 'Sly Old Fox' is derogatory, claims Peta",Critics respond to PETA's suggestion The Sly Old Fox should change its name because its derogatory.,1,bbc
Storm Conall brings more disruption to England and Wales,"Heavy rainfall is hitting southern England, where 90 flood warnings remain in place.",3,bbc
"Loyalty cards offer genuine savings, watchdog says",Supermarket customers can save money with loyalty cards but should still shop around.,1,bbc
Groucho Club closes over 'serious crime' claims,Westminster City Council says it suspended the Soho venue’s licence following a request by the Met.,2,bbc
BBC on the ground as people return to southern Lebanon,"The BBC's Middle East correspondent, Hugo Bachega, is at the main highway between Beirut and the south as people start to return to their homes.",3,bbc
'I found out I lost my Vauxhall job on WhatsApp',"After nearly 120 years as a driving force in Luton, Vauxhall Motors is leaving the town.",1,bbc
'My stress and fear of taking my wife to Dignitas',The family of a woman who ended her life at Dignitas call for a change in the law on assisted dying.,1,bbc
Why India's latest Sun mission finding is crucial for the world,Indian scientists have reported Aditya-L1's “first significant result”. What is it and why is it significant?,3,bbc
'It's going to be hard': US firms race to get ahead of Trump tariffs,The US president-elect's import taxes may be just talk until he takes office - but they are having an impact anyway.,1,bbc
Drake takes legal action over song's 'sex offender' claim,The star says Universal Music failed to stop the release of rival Kendrick Lamar's hit Not Like Us.,2,bbc
Starmer shrugs off Badenoch's petition jibe at PMQs,"The prime minister says July's election was a ""massive petition"" as he defends tax rises in the Budget.",1,bbc
Officer investigated over Netflix actor's arrest,"Reece Richards claimed he was sprayed with a liquid, thrown to the ground and kicked by officers.",2,bbc
"Focus on families affected by harrowing deaths, says MP behind assisted dying bill","Kim Leadbeater says the vote on her assisted dying bill on Friday is likely to be ""very close"".",1,bbc
I did not intend to make light of self-harm - Guardiola,"Manchester City manager Pep Guardiola says he did not intend ""to make light"" of self-harm when he answered a question about scratches on his face.",1,bbc
'England arrive at judgement day for Bazball',"The tour of New Zealand begins a defining year for England under Ben Stokes and Brendon McCullum, writes chief cricket reporter Stephan Shemilt.",1,bbc
Hearn wants Taylor-Serrano 3 at Croke Park,Eddie Hearn says a third bout with Amanda Serrano is the priority for Katie Taylor's next fight.,1,bbc
FA investigates referee Coote over booking claims,The Football Association says it is investigating an allegation that referee David Coote discussed giving a yellow card with a fan before a Championship match.,2,bbc
Watch all six goals in Hibs and Aberdeen's thriller,Watch the goals as Hibernian and Aberdeen share six goals - including three in added time - in a Scottish Premiership thriller.,1,bbc
'We just didn't see it' says Letby hospital ex-boss,Tony Chambers waited for more than a year before contacting police about the neonatal nurse.,1,bbc
Car speed limits could be cut but raised for HGVs,"Under government plans, the car limit would go from 60mph to 50mph on single carriageways and from 40mph to 50mph for lorries.",1,bbc
US brokers release of three Americans it says were wrongly detained in China,"The United States has brokered the release of three Americans it said had been wrongfully detained in China for many years, the White House said in a statement on Wednesday (Nov 27). The White House national security council named the three as Mark Swidan, Kai Li and John Leung and said all the US citizens",3,cna_latest
Rohingya 'happy' at ICC request for Myanmar junta chief warrant,"COX BAZAR, Bangladesh: For Rohingya refugees who fled brutal violence in Myanmar, the announcement on Wednesday (Nov 27) that the International Criminal Court prosecutor was seeking an arrest",3,cna_latest
"Israel-Hezbollah ceasefire holds in first hours, Lebanese civilians start to return home","BEIRUT: A ceasefire between Israel and Lebanese armed group Hezbollah held on Wednesday (Nov 27) after the two sides struck a deal brokered by the US and France, a rare fea",2,cna_world
US to start immediately on fresh push for Gaza ceasefire,President Joe Biden aims for a deal involving the release of hostages and the removal of Hamas from power.,1,bbc
Former England prop Marler retires from rugby,Former England and Harlequins prop Joe Marler announces his retirement from professional rugby aged 34.,1,bbc
Mediacorp's Let’s Celebrate 2025 countdown show will feature a 15-minute fireworks display,"Happening at OCBC Square, Singapore Sports Hub on Dec 31, the free-entry event will also feature live performances from artistes such as Taufik Batisah, Iman Fandi, Shigga Shay, Tosh Rock, Tabitha Nauser and Tasha Low.",1,cna_latest
"Japan seen reaping record tax revenue in fiscal 2024, sources say","TOKYO :Japan's tax revenues are likely to hit a record high for a fifth straight year in the current fiscal year ending in March 2025, four government sources told Reuters.The government will tap the additional revenues to fund part of a 13.9 trillion yen ($91.7 billion) spending package aimed at cushioning t",2,cna_latest
'Not as easy as you think': Moving to Canada to avoid Trump,"TORONTO: After Joe Biden's disastrous TV debate with Donald Trump, when the president's reelection prospects began unravelling, Vancouver immigration lawyer Randall Cohn started getting calls from Americans. It was the first ""panic period"" among people anxious about another Trump administration and in",1,cna_latest
Classical musician Ghanavenothan Retnam and painter Siew Hock Meng awarded this year's Cultural Medallion,"The Cultural Medallion is regarded as Singapore's top arts accolade, and is awarded to those who have significantly contributed to the country's arts scene.",1,cna_latest
"Amazon develops video AI model, The Information reports",":E-commerce giant Amazon has developed new generative artificial intelligence (AI) that can process images and videos in addition to text, making it less reliant on AI startup Anthropic, The Information reported on Wednesday. The development of the new AI model will help Amazon reduce its reliance on Anthropi",3,cna_latest
Gambling rate among Singapore residents continues to fall,"In a 2023 survey, 40 per cent of respondents said they participated in at least one form of gambling activity, compared to 52 per cent in 2017 and 44 per cent in 2020.",1,cna_latest
Longtime Giants SS Brandon Crawford announces retirement,Three-time All-Star shortstop Brandon Crawford announced his retirement on Wednesday via his Instagram account.Crawford played 13 of his 14 major league seasons with the San Francisco Giants and won World Series rings in 2012 and 2014. He won four Gold Glove Awards during his career.Crawf,2,cna_latest
Bank of Korea unexpectedly cuts rates for second straight meeting,"SEOUL : South Korea's central bank unexpectedly cut interest rates by 25 basis points to 3.00 per cent on Thursday, delivering its first back-to-back cuts since the global financial crisis of 2008-2009.MARKET REACTION:South Korea's policy-sensitive three-year treasury bond futures rose as much as 0",3,cna_latest
Taiwan holds air defence drill ahead of president's Pacific trip,"TAIPEI: Taiwan's military held an early morning air defence drill on Thursday (Nov 28) to test its response and engagement procedures, ahead of a trip by President Lai Ching-te at the end of",2,cna_latest
South Korea makes first back-to-back rate cuts since 2009,SEOUL :South Korea's central bank cut benchmark interest rates for a second straight meeting on Thursday in a surprise move as the economy stalled and inflation slowed more than policymakers predicted.The Bank of Korea (BOK) lowered its benchmark interest rate by a quarter percentage point to 3.00 per cent at,2,cna_latest
Analysis:Adani allegations shine spotlight on India's clean energy conundrum,NEW DELHI : Bribery allegations against Adani Group founder Gautam Adani have highlighted the growing problem India's renewable energy developers face in finding buyers for the power they generate.While India's central government wants to shift away from polluting coal-fired generation towards solar and w,1,cna_latest
Intel's $7.86 billion subsidy deal restricts sale of its manufacturing unit,"Intel said on Wednesday its deal for $7.86 billion in U.S. government subsidies restricts the company's ability to sell stakes in its chipmaking unit if it becomes an independent entity.The U.S. Commerce Department announced the subsidy to Intel on Tuesday, part of $39 billion for the sector including Ta",3,cna_latest
Report: PGA-LIV Vegas match to feature $10M crypto purse,"The PGA Tour-LIV Golf made-for-TV matchup on Dec. 17 featuring four of the sport's biggest names will have a purse worth a minimum of $10 million in crypto currency, Front Office Sports reported on Wednesday.The newly named Crypto.com Showdown will see Scottie Scheffler and Rory McIlroy of the PGA comp",2,cna_latest
Slot hails victory at last over 'pain' team Real Madrid,"LIVERPOOL, England : Manager Arne Slot expressed relief on Wednesday that Liverpool had finally managed to beat Real Madrid for the first time in 15 years but stressed he was not getting carried away by his team's perfect start in the Champions League. Second-half goals from Alexis Mac Allister and Cody G",1,cna_latest
